1579,Battlefield,Negative,"Update: I did not do this I played battlefield 4 instead. Which was a mistake."
4998,GrandTheftAuto(GTA),Negative,"BRO I JUST BOOTED UP GTA, WENT TO THE STORE, AND THAT BITCH STILL LOADING"
11610,Verizon,Negative,"Funny how this issue is not HUGE during this pandemic. In fact, it only states that T-mobile is affected but I’m a Verizon customer and I can’t even call out... #Tactics"
9895,PlayStation5(PS5),Irrelevant,"Holy shit, how pissed off do you have to be to be able to toss a fucking fridge like that?!"
6583,Fortnite,Negative,This skin didn’t age well... @LocalPolarBear
13150,Xbox(Xseries),Irrelevant,"🤣👉 @KEEMSTAR Ya know, the social media STI? 🤡 is going after the video game blogger @TheQuartering 👈😏 Why?! Who fuckin’ cares. 🤦‍♂️ Just wanted to point out where KEEM is at in life. 🤣 Painfully lame. #gamers #PS5 #XboxSeriesX"
9403,Overwatch,Positive,We love orbs
6143,FIFA,Positive,Not gonna lie. The FIFA 2021 and PS5 combo is sounding really nice right now.
9588,Overwatch,Positive,@PlayOverwatch is there like any way to bring back pink mercy and/or atlantic mercy? Id honestly pay good money for those skins. Ik I only started off since september 2019 but they are v beautiful
10498,RedDeadRedemption(RDR),Positive,"Finally finished Red Dead Redemption 2 after nearly a year and a half of play. How does something so immersive, with so much detail on such a grand scale even manage to get produced? Its nothing short of both an engineering and artistic miracle"
1752,CallOfDutyBlackopsColdWar,Neutral,"Excited for #BlackOpsColdWar? Up your gameplay with high speed and response that doesn't compromise on image quality and sound. benq.com/en-us/knowledg… #COD #gamingmonitor"
9102,Nvidia,Negative,Fuck everyone who has got the RTX 3080 🖕🏻I haven’t even got a good enough pc to put one in @NVIDIAGeForce @nvidia
8033,Microsoft,Negative,my dick is microsoft
11633,Verizon,Positive,@TMobile you guys are really slow in Tuba city.  Az.  Makes people go to Verizon.
10080,PlayerUnknownsBattlegrounds(PUBG),Negative,Failed pubg mobile youtu.be/Qz00Pth41sw via @YouTube
11505,TomClancysRainbowSix,Negative,"@Rainbow6Game I got removed from the game, because I lost connection and now I cant join the match anymore which will result in me getting a half hour ban pic.twitter.com/Cyevf77veM"
5984,HomeDepot,Neutral,@dbongino And real quickly as I have to run to Home Depot and touch everything with my rubber gloves of course. But 7 days ago they predicted in the US up to 2 million deaths do to Covit19. 3 days after that they said 100 to 200 thousand. And a rate of death at less than 2%.
3402,Facebook,Irrelevant,another reason why QT is superior 😌
979,AssassinsCreed,Neutral,Eivor can crush me with her thighs
1954,CallOfDutyBlackopsColdWar,Positive,"I can’t wait to play the beta this weekend! Oh wait... I have an Xbox. Never mind."
2952,Dota2,Neutral,Making crappy @Immortals til treasure 3 day 1 redd.it/itorke #dota2 https://t.co/BF3iRrkfzB
6098,FIFA,Negative,No fucking thank you 🖕🏻🖕🏻🖕🏻
159,Amazon,Neutral,"Plain Janie. Smart Janie. She’s the good sister that never causes any trouble. Meet her in ""Janie's Secrets"" now. #romance #family #thriller #suspense  @Jeanelia1964 available at Amazon --> allauthor.com/amazon/45291/ https://t.co/UfoeYQaMZc"
2559,Borderlands,Positive,Atleast I have Borderlands to cheer me up :(
712,ApexLegends,Negative,@PlayApex @GH057ayame figure this.... @Rainbow6Game is the most simple concept... but an amazing game and still thriving after YEARS of success. you know why? they only listen to the comp scene..... figure it out shit bags
4275,CS-GO,Neutral,"Don't jump me... @CSGO #CSGO 🔗 medal.tv/clips/16016123… https://t.co/8BAmw54jyL"
6109,FIFA,Positive,Oh yeah happy Fifa 21 day everyone
4894,GrandTheftAuto(GTA),Negative,Sad I got a point to say anyone say gta 6 look crazy get life stop saying everything that happens in real life comparing to video game that is not even out your sad piece of shit people there lady that got hit by that car just lost her life show respect or could be u
2486,Borderlands,Neutral,"Guns, Love, and Tentacles is out now, and here are 5 reasons we're excited to #KeepPlaying @Borderlands newest DLC. bit.ly/39vMyMe https://t.co/bbuM6kbHkw"
4533,Google,Neutral,Google Pixel 3A review: a $399 phone with a great camera - tinyurl.com/y97ha6ql https://t.co/jYzUPqFMgY
829,AssassinsCreed,Positive,"The real path to ""Valhalla"" is main story without side quests. It's so fuckin relieving ♥️🔥 #AssassinsCreedValhalla #Ubisoft"
3061,Dota2,Irrelevant,"Pls guys stop, I'm tired to give you more like of these 🤣🤣🤣"
6407,Fortnite,Negative,"It is ABSOLUTELY RIDICULOUS that prop hunt is not in fortnite anymore. The utter DISAPPOINTMENT smh @JakeStateFarm @FortniteGame @KimKardashian"
3558,Facebook,Neutral,"Update: Chase emailed me from an anonymous email telling me a close friend showed him my facebook post, that he didn’t know he was doing this, and asked me to take these down. As if another outreach from a random email is not also creepy. No. I’m not taking it down."
7299,LeagueOfLegends,Irrelevant,"Congratulations to our very own @JulienMid and @Value247 for being selected on Team @Yassuo for the upcoming League of Legends Twitch Rivals! 🔥 Will Value secure the three-peat? Will Julien pick up his first championship? Find out next week! 👀 #MUWIN // @TwitchEsports pic.twitter.com/PMbu3fiBOJ"
10712,RedDeadRedemption(RDR),Negative,Red Dead Redemption 2 [Day 8] Can I shoot Micah? I don't like Micah. twitch.tv/nightmarebearer
10121,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,Yo the new event on PUBG is weird!
1605,CallOfDutyBlackopsColdWar,Positive,"I’m happy with this change. Games have a beginning, middle and end. It’s all about flow. You should have to keep momentum to streak a second time, not depend on streaks to get you more streaks..."
3898,Cyberpunk2077,Positive,"Yaaaas! I want to see Keanu animated in anime 😆"
5888,HomeDepot,Neutral,instead of using suitcases for moving to uni and having to find a place to put them in buying boxes from home depot and then recycling them... i think i'm a genius
5965,HomeDepot,Positive,As much as I don’t like the Amazon business model nobody going to tell me to wear an ineffective cloth mask... so @HomeDepot @cvspharmacy @Walmart @SamsClub Target just lost all my business to Amazon... this lunacy is out of control @realDonaldTrump @CensoredCinder @BreitbartNews
11214,TomClancysRainbowSix,Neutral,Shoutout to my brother @CoconutBrah for probably spending over 1000 hours in Custom games with me by now 😂  #RainbowSixSiege
970,AssassinsCreed,Positive,"It's kind of incredible what games I'll be getting THIS YEAR for the Xbox Series X 😅 I'm getting: Assassin's Creed Valhalla Watch Dogs Legion Dirt 5 Fuser The Falconeer +thanks to gamepass: Gears Tactics Destiny 2 Beyond Light +Before Xmas: Cyberpunk The Medium 💚💚💚💚"
5999,HomeDepot,Negative,i used to work at home depot and all i can say is that their security can’t touch u or make u give them the merchandise and most of the younger employees don’t care if ur slick enough
10520,RedDeadRedemption(RDR),Neutral,*runs around aimlessly on Red Dead Redemption 2 online... completely forgetting she's supposed to be getting animals for the trader role*
168,Amazon,Neutral,"🎉NOW 99¢ A notorious Blockade Runner A mysterious Heiress An inconvenient Secret... ❤️THE TROUBLE WITH MISBEHAVING ❤️ #Amazon US buff.ly/2onOvp2 #iTune buff.ly/2GSFjCw #AmazonDeals #RomanceBooks #Kindlebargain https://t.co/q4phKJUtVv"
7590,LeagueOfLegends,Neutral,"just lost a game of league of legends bc my pc just restarted without even asking it, kanker windows"
604,ApexLegends,Positive,"@PlayApex  @Respawn  Hey Respawn,just now played the first quest for this season.....OH Boy You did a great job on the story and the PVE Mode....Cant wait for the next one....Awesome work"
689,ApexLegends,Neutral,We need a third for Ranked right now! #Xbox #ApexLegends #Ranked #Xboxone DM me
5641,HomeDepot,Neutral,"Dow off 50 points at midday; P&G, Merck, Exxon, Chevron, Home Depot pace retreat on.mktw.net/2Xaf3Lg"
12912,Xbox(Xseries),Irrelevant,Stop acting like your not educated stop with the bs you know devs don't have dx12 ultimate ffs at least don't lead people on with bs pic.twitter.com/hKMnlLiTzm
11852,Verizon,Negative,"Hey @verizon, is there a known outage in 32828?"
12809,Xbox(Xseries),Positive,"@Xbox @majornelson I’d love to bring home a new Xbox Series X, but they are all sold out. So the emails are VERY misleading. Just sayin."
9792,PlayStation5(PS5),Neutral,"Good luck paying 70 dollars for a broke, buggy and incomplete game that will definitely have microtransactions despite the price. #XboxSeriesX #PlayStation5"
8718,NBA2K,Negative,@NBA2K THIS IS YOUR GAME. OWN UP TO THIS CRAP!
4471,Google,Negative,@Google and @Apple can you explain promoting a slave market in Kuwait through your apps?????? I am disgusted.
7365,LeagueOfLegends,Neutral,Check out my video! #LeagueofLegends | Captured by #Outplayed #2020alienwaregames pic.twitter.com/szd2mKYyty
9991,PlayStation5(PS5),Neutral,"If i gotta buy my own Ps5 and Xbox this year, NEVER ASK ME TO TAKE YOU OUT TO EAT OR EAT YOUR PUSSY CAUSE IMA TELL YOU TO DO IT YOUR DAMN SELF 😤🖕🏽"
12882,Xbox(Xseries),Positive,Getting strong Netflix vibes and I like it
1070,AssassinsCreed,Negative,"shit, time for a recast"
10888,TomClancysGhostRecon,Negative,"had to go underground to get a double kill 😂 #GhostReconBreakpoint pic.twitter.com/kLrt7khDBg" 9167,Nvidia,Negative,"#𝐍𝐄𝐖𝐒𝐔𝐏𝐃𝐀𝐓𝐄𝐒 Global Cues -World market sentiment looks weak as US indices closed lower. -Tech #shares dragged the US markets and seen heavy selling. -#NASDAQ closes 3% lower lower as @Apple , @amazon , @nvidia slides 4%. #Nifty" 1505,Battlefield,Irrelevant,I will live stream back in a bit my PS4 is acting weird sorry! #ps4 #PlayStore #PS4share #battlefield4 #games #videogames #twitchtv #twitchgamer #twitchgaming
4700,Google,Negative,"@googlechrome Every time I open Google Keep, it crashes Chrome. Super annoying. Trying to add to my to do list!"
13098,Xbox(Xseries),Positive,"Remember Me was one of the finest stealth games i had the opportunity to play, and I think remastering it on the @Xbox X would be a boss move."
7382,LeagueOfLegends,Neutral,Check out my video! #LeagueofLegends | Captured by #Outplayed #2020alienwaregames pic.twitter.com/RiQQQ50YZF
6361,FIFA,Neutral,"Man FIFA 19 was my game despite how shit it was, shame I can’t play FIFA 20 so I can wanna rip my brains out again"
10644,RedDeadRedemption(RDR),Positive,Had fun in Red dead redemption tonight! Thanks all to who tuned in! clips.twitch.tv/TsundereLightR…
1425,Battlefield,Irrelevant,"This is @xMusti070 and he is trolling people again... 😂😂 #sco #bciw #troll #battlefield5 #bfv #onlyinbattlefield"
9207,Overwatch,Neutral,I'm WHEEZING
2671,Borderlands,Negative,"April 30 until now, for no apparent reason, BL3 just can't connect to SHiFT at all. What's going on here? I've submitted a ticket 2 days ago to Gearbox but still no respond. Please help. @Borderlands @SHiFTstatus @GearboxOfficial"
427,ApexLegends,Positive,Wow..
2450,Borderlands,Positive,The next one is Borderlands: The Handsome Collection. You're welcome
7617,MaddenNFL,Negative,#Madden20 should make cross play a thing in the next madden! Also gift sending! Streamers would love this and it would help promote the game more with more youtubers being able to send gifts cross platform. @EA_KRAELO @EASPORTS_MUT @EAMaddenNFL
4470,Google,Irrelevant,"This is my 143rd twitter account, I keep getting suspended. Pelosi ruined my life, I should be able to have a voice. If you dont know me, just google ""SnaggleTooth Salon"" I gave her bush an Afro. I may release the video. RT & Please Follow, and I'm full of shit & begging again."
6437,Fortnite,Positive,"funny, did laugh thank you blue fortnite man"
953,AssassinsCreed,Positive,Still my favourite Assassin's Creed games ❤️ pic.twitter.com/8JApw7WrUl
157,Amazon,Neutral,#amazonpayquizI played this interesting quiz on Amazon - Try your luck for a chance to win exciting rewards amazon.in/game/share/g4G…
4416,Google,Negative,"Let's all agree to completely trash the inevitable facebook, apple, and google commercials that come out and show people high fiving and hugging again once this is over. Priding themselves on keeping us connected."
9548,Overwatch,Neutral,Our Chinese #overwatch fans will be sad to learn that the matches in China during February and March and being rescheduled. pic.twitter.com/HvaTCPiEOv
5429,Hearthstone,Positive,"Holy smokes I'm really enjoying my Libram Paladin ONLY deck! youtu.be/Xjo21NvyWQA #hearthstone #YouTube #twitch #paladin #blizzard"
6345,FIFA,Positive,Wendie Renard loses Fifa trophy on a train and appeals for its return dlvr.it/RMNwq2
10679,RedDeadRedemption(RDR),Negative,"Don’t understand why they port this instead of GTAV on switch, it’ll look much better"
8518,NBA2K,Negative,@NBA2K @Ronnie2K HOW YA COMING???????? How i fix this bs ??? pic.twitter.com/j7j4jK5O2e
7801,MaddenNFL,Negative,"Madden NFL 21 [PS4 - 65] metacritic.com/game/playstati… [XONE - 69] metacritic.com/game/xbox-one/… [PC] metacritic.com/game/pc/madden… GameSpot: ""With far more technical issues than normal and large chunks of recycled content, Madden NFL 21 feels more like an update than a brand-new game."" https://t.co/vRrgu2aspc"
1760,CallOfDutyBlackopsColdWar,Irrelevant,"Another successful stream last night full of laughs & fun while counting down to @CallofDuty COLD WAR ALPHA!! HUGE thanks to all our new subscribers & everyone for the generous donations!! Back at it again this Sunday, don't miss out!! #CallOfDutyBlackOpsColdWar #BlackOpsColdWar pic.twitter.com/yxNVyvwPNl"
5336,Hearthstone,Positive,@wizards_magic Seriously wtf were you thinking This is the worst thing you could possibly do to your player base after these last 2 years. Lost all confidence in you guys as a design team. Back to hearthstone. Fucking sad.
1857,CallOfDutyBlackopsColdWar,Negative,Score Streaks are the worst thing to happen in Black Ops Cold War 😫😫
4411,Google,Neutral,"How do I make a girl keysmash? Shit this isn't google" 
5711,HomeDepot,Negative,"I knew Home Depot was so fucking toxic when I’d be told “you’re not doing your job how we want you to” but when a customer wanted to reward my services and tell the managers, they’d be like ok and?"
12790,WorldOfCraft,Neutral,"World Of Warcraft: Classic Continues To Suffer Botting Issues As Fans Grow Irate happygamer.com/world-of-warcr… Games News #Blizzard #MMORPG #PCMAC #WorldOfWarcraft #WorldOfWarcraftClassic #Gaming https://t.co/WQCo9oitj1"
1822,CallOfDutyBlackopsColdWar,Neutral,Today's the day that early access to Black Ops Cold War beta on PS4 starts. Too bad I don't have a code. Sucks being broke. Have fun whoever is able to play. https://t.co/jXUcYjatSE
9494,Overwatch,Irrelevant,ryan makes me feel like such a baby i love it i love him so much i just wanna feed him a burrito bowl and hold his hand and suck him off while he plays overwatch and go on cute culvers dates w him AAAAHHH im in fucking LOVE
218,Amazon,Positive,A look into progress on the Rivian and Amazon co-developed electric delivery vehicle youtu.be/lKpOE8eulXM it’s kinda wild that Alexa and Tesla are becoming the most important car OSs (instead of android and iOS)
9820,PlayStation5(PS5),Positive,@idfckathy thank u for getting me the ps5 💙
10054,PlayerUnknownsBattlegrounds(PUBG),Negative,India Bans 118 Chinese apps including PUBG #PUBG #PUBGMOBILE pic.twitter.com/4RT8ykyxM3
11877,Verizon,Neutral,"This comes as Facebook faces major criticism for its inaction over rampant hate and harassment on the platform. #facebook #markzugerberg #unilever #honda #verizon #cocacola #levistrauss #globalbrands #facebookads #advertisement #advertising #instagram #instagramads #criticism pic.twitter.com/NX77j7ycB5"
9788,PlayStation5(PS5),Positive,Very much looking forward to getting new info on the #PS5
5301,Hearthstone,Negative,"to the guy that keeps tryna hack my battle.net account you can fucking have it all you get is overshit, level 20 wow classic orc and half finished basic set for hearthstone"
6773,Fortnite,Negative,What the actual heck @fortnite you clearly have enough money but you dick wds just don't learn the mistake. Thanks for ruining my weekend
10986,TomClancysGhostRecon,Negative,"If only it was that simple, if you read the comments most customers are complaining about how shady they are with information. Its tacky and disgusting to see especially when nothing fully good has came out. Wait dont mind waiting, just let us know before we get our Hope's up"
7249,LeagueOfLegends,Negative,I've never been this tierd in my entire life #LeagueOfLegends #struggle pic.twitter.com/PvI9sX4c7W
12831,Xbox(Xseries),Negative,@XboxP3 delay the Xbox Series X what’s the point now that Halo has been delayed.
2049,CallOfDuty,Negative,When I search for a game and a map comes up that I don’t want to play and I leave it should be black listed from my que. SBMM is dumb and I hate it @CallofDuty
9686,PlayStation5(PS5),Negative,ps5 kinda ugly doe😭
12554,WorldOfCraft,Irrelevant,the us army is doing mythic key carries fuck me. just straight up dog this is depressing
10307,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,Are u crazy gloating as if u r his fan n not a responsible journo. Sorry expected u change but drummer never change. Why don’t u write a book u worshipper
1498,Battlefield,Negative,#BattlefieldV This is becoming a joke at this point... we havent heard anything since they got back and this is the best they can give us? no actual information on anything. It seems like they havent listened to any feedback to what this community wants.
447,ApexLegends,Neutral,"""you're still not diamond yet?"" #ApexLegends #XboxShare pic.twitter.com/JK37upYT1Z"
10889,TomClancysGhostRecon,Negative,"Welp, #ghostreconbreakpoint 's immersive update got delayed until later next month... pic.twitter.com/rqk5e2fE10"
1783,CallOfDutyBlackopsColdWar,Neutral,Omg FOV Slider 😍
2480,Borderlands,Neutral,I am so exhausted from work this week so probably no borderlands stream today i’m SO SORRY 😭
7069,johnson&johnson,Neutral,"Johnson&Johnson paused all it's trials related to covid-19 vaccines because one of it's volunteers developed an unexplained illness,then this! FOH!"
1318,Battlefield,Positive,Dude I hope next Battlefield brings back moments like these that make you rethink reality. I loved those. #onlyinbattlefield.
3229,Facebook,Neutral,It’s nice not to have facebook anymore but I can’t say I hate it when my cuz tells me the latest drama. Like how Jeremy Beuss’ skinny white ass tries to spout ‘correct’ gender roles and anti abortion/women’s health while he displays internalized homophobia and toxic masculinity
220,Amazon,Neutral,I played this interesting quiz on Amazon - Try your luck for a chance to win exciting rewards amazon.in/game/share/g4G…
11613,Verizon,Neutral,"It was a battle all game long 🤺 All the best action from #CHIvWAS in our @Verizon match highlights. #NWSLFallSeries | #VerizonCommunityShield https://t.co/yqZPtkoac0"
7575,LeagueOfLegends,Irrelevant,"@G2esports: brings together a european league of legends super team that won the mid season invitational and almost won the world championship also g2: is 6th on the domestic leaderboard"
3590,Facebook,Irrelevant,@SpeakerPelosi this is VERY INTERESTING 🧐
7272,LeagueOfLegends,Negative,my dopamine receptors have been fucked by league of legends. i can no longer play a game unless it's competitive and it feels bad
6853,johnson&johnson,Neutral,"Adrian Thomas, the vice president of the scandal-ridden medical and pharmaceutical giant Johnson & Johnson , rounded off the group. Thomas is responsible for pandemic care at J&J, including the development of vaccines against Ebola, dengue and HIV. And there was also Martin"
5532,Hearthstone,Positive,"Thanks for watching me play #Hearthstone tonight! Thanks for getting into the giveaway! New earlier stream coming for the EU contingency! https://t.co/7vDZ9rIw6Z" 
4018,CS-GO,Neutral,"1. buy CS:GO or TF2 item off SCM 2. enjoy it for 1 week 3. want something else 4. sell that item (lose money cuz valve fees) 5. buy new item 6. repeat until money gone"
166,Amazon,Negative,Amazon Hit From All Sides as Crisis Highlights Growing Power thealexanews.com/gadgets/amazon…
6617,Fortnite,Negative,"Fortnite is bullying me, aren’t they? I. NEED. HIM! pic.twitter.com/3q3yxUxkFY"
11363,TomClancysRainbowSix,Positive,"#RainbowSixSiege where are hereford, plane, chalet and fortress in casual?! I miss the maps!!!"
10777,RedDeadRedemption(RDR),Neutral,"""Take a chance that love exists and do a loving act""- Red Dead Redemption 2 giving life advice in the middle of a pandemic"
2249,CallOfDuty,Irrelevant,"Oh dear, I'm pleased I'm over 18 😂 #xbox #cod #CallofDuty #ModernWafare #CallofDutyModernWarfare pic.twitter.com/MNgNh6jLRo"
10558,RedDeadRedemption(RDR),Positive,"Red Dead Redemption 2 leaves Xbox Game Pass on September 7. If you haven't bought it already, highly recommend it! pic.twitter.com/ms65GBzWml"
4235,CS-GO,Neutral,"Want awesome hosting for #gmod #minecraft #teamfortress2 #rust #csgo etc visit (link: zap-hosting.com/smithtainment) and use coupon code ""Guushi-9103"" at checkout for 10% off #gamehosts #gamehost #hosting #serverhosts #websitehost #gamedev #win #unturned #mchosting #gameserver #hype"
10595,RedDeadRedemption(RDR),Positive,I won 5 achievements in Red Dead Redemption 2 for 117 TrueAchievement pts trueachievements.com/gamer/Yoneko
6640,Fortnite,Irrelevant,"My advice when you suck like me #Fortnite #streamers #Budget2020 vm.tiktok.com/ZMJfQKRPy/"
9664,PlayStation5(PS5),Neutral,All these memes of man beggin there girls for Ps5’s are so pathetic 😂
9533,Overwatch,Negative,holy balls this is unreal
13176,Xbox(Xseries),Irrelevant,Xbox Series S leak reveals $299 price dlvr.it/Rg9PDy
4865,GrandTheftAuto(GTA),Irrelevant,This guy is one of the best content  creators i know . He's different  and unique !!!! Watch out for him.
1582,Battlefield,Irrelevant,A ban for Battlefield 4 player Gariblak has occurred SEE DETAILS: bf4db.com/player/ban/196…
10073,PlayerUnknownsBattlegrounds(PUBG),Positive,My friend plays korean version pubg and blackpink hylt is bg music omgg I love it pic.twitter.com/5sKOTZyvGa
7800,MaddenNFL,Positive,Would love one @EASPORTS_MUT
9699,PlayStation5(PS5),Irrelevant,I’m gonna say this again @imjustbait is the funniest meme page ever 😌
10162,PlayerUnknownsBattlegrounds(PUBG),Positive,"Is our illiterate community thinks PUBG game is a killer then they must ban all the knives, guns, limit vehicle speed to 20 km/h and all the buildings in the country should be less than 10 ft height because they also cause thousands of deaths per year. #UNBANPUBG"
5598,Hearthstone,Positive,Biggest Gold Grubber yet and best game with Reno Jackson using his new updated zero cost hero power #Hearthstone #Battlegrounds pic.twitter.com/K48Xh5MkMA
7065,johnson&johnson,Irrelevant,Zombies. Calling it now. 2020 aint over fucking us
11269,TomClancysRainbowSix,Negative,"5 years old and it’s in worse condition than Black Ice (Y1S1) was. Can’t get operation “health” again, Ops might develop M.S. and get shackles instead. The only game where the ground or the sky becomes the back of your head Amiright? @Rainbow6Game"
7726,MaddenNFL,Negative,@EAMaddenNFL is Madden NFL 21 still charging $60 to stuff ads for MUT down our throats? All I want to do is take #minshewmania to the #SuperBowl
2103,CallOfDuty,Positive,"Really!!!!!! @CallofDuty @InfinityWard #CallofDuty #Warzone #ModernWarfare store.playstation.com/#!/en-gb/tid=C… https://t.co/qTVaWqj9Gk"
10555,RedDeadRedemption(RDR),Neutral,"GAMING GONE WRONG #11 - Fail Compilation (Red Dead Redemption 2, CS:GO, Black Ops 4 Funny Moments) funnyfails.video/gaming-gone-wr…"
11869,Verizon,Neutral,Shark 270 #4GLTE Wireless Cellular Revenue #Meter is #Verizon certified and allows you to collect #energy usage and power quality data easily over the air. Get your #demo here: bit.ly/4gltedemo
9054,Nvidia,Neutral,"but.... the new nvidia 3000 series gpus are also looking appealing. a 3070 has better performance than the 2080 for  half the price... that's crazy. I'm struggling between saving up for a 3070 or saving up for a ps5.... 8:14 PM · Sep 16, 2020·T"
4569,Google,Neutral,Morning Year 4! This week's English has got me all excited. Explore this wonderful story and decide which tasks you want to complete...see where your learning takes you this week. 🐵 Google Classroom updated. @NFollinStMarys pic.twitter.com/JBFUpRjL59
5192,GrandTheftAuto(GTA),Neutral,GTA Online Best Vehicle Discounts (17th September 2020) - GTA 5 Weekly C... youtu.be/-7FxZ2XzbRI
10439,RedDeadRedemption(RDR),Neutral,Red Dead Redemption 2 + Street Fighter V + Cyberpunk 2077 + Resident Evil 3 Remake + Dying Light 2 wn.nr/TXKg9n
7659,MaddenNFL,Negative,@EAMaddenNFL you guys had the audacity to ask me about the connection after I got lagged out. 🥴🥴🥴🥴🥴🥴🥴
5182,GrandTheftAuto(GTA),Negative,"GTA wouldn’t work in Smash for multiple reasons. The locations are real world cities. The characters and themes are too adult-oriented. The series is lacking in original music beyond a few main themes. Red Dead Redemption would work though. More original music and less crass."
5756,HomeDepot,Negative,While this article says — Marcus no longer ran the company— that is Home Depot he still makes the $$$ in stock. So go ahead and boycott!
6194,FIFA,Negative,When pro clubs fucks up the kits
3998,Cyberpunk2077,Positive,Was literally just gushing about how stoked I am to play this in April! That's okay... I'm patient. I'm sure it will be worth the wait ❤
8973,Nvidia,Negative,"Sony dropping pre-orders fearing #RTX3000 series card, hoping people buy their 500$ console instead of rtx 3070, lol this has been one hell of a month 😅🤣, if it wasn't for Nvidia, neither MS or Sony would pull the veil off for Prices and pre-orders https://t.co/gZfEX6MZdn"
3204,Facebook,Neutral,"Donald Trump Jr. - China Lied, People Died: Inside China's Death Labs | Facebook facebook.com/DonaldJTrumpJr…"
11760,Verizon,Positive,The iPhone 12 needs to hurry up cause I need to get it with @Verizon cause @sprint is trash ever since the merger with @TMobile! Like my speed is from the Middle Ages!! #iPhone12
5170,GrandTheftAuto(GTA),Irrelevant,"[Dirty-Gaming] GTA RP !  JJ on Tour, hat eine Villa < 3 twitch.tv/p0werflyyy"
5354,Hearthstone,Neutral,"#ProtectorCup #Hearthstone The Protector Cup #1 is over! Here are your top 3: 🥇@Sergio932HS 🥈@spectro_cs 🥉@cristianhs30 Thanks @caturix_tribe for providing us with these amazing prizes and we will see you soon with the Protector Cup #2! GGs to everyone that participated! pic.twitter.com/xaPIPRHoFI"
6917,johnson&johnson,Negative,Big💪 nyoos. Numewous gweat companies awe seeing🕵️ fantastic wesuwts. @FDA must myove quickwy RawR  twitter.com/nytimes/status…
3946,Cyberpunk2077,Positive,All I'm really hoping to get out of 2020 is a few months of @CyberpunkGame before the Armageddon hits us.
9836,PlayStation5(PS5),Positive,Tempting 😖
6185,FIFA,Negative,"Bashing FIFA for no reason You all are proving how insecure you hate lingers are from shehnaaz and her popularity Just because FIFA supports shehnaaz and SidNaaz OHh Myy Gawwwd #WeLoveFifaFooz"
7948,MaddenNFL,Positive,Yassss! My team!! RAVENS!!
739,ApexLegends,Neutral,Watching @LuluLuvely vids always hype me up 🔥 LETSA GOO! @PlayApex
11653,Verizon,Neutral,"Trump reportedly clashes with AT&T, Verizon, and T-Mobile over spam texts so make an AI to filter this as everyone hates spam in every single thing. theverge.com/2020/7/23/2133…"
12444,WorldOfCraft,Irrelevant,"Very Nice Demon Hunter Blood Elf Statue!! Painter, photographer - Helen|N.May Sculptor - Vladislav Kortikov #Warcraft #worldofwarcraft  #Wowboost #wowboosting  #WoWClassic #beauty #art pic.twitter.com/F8KS8DayNB"
1088,AssassinsCreed,Positive,"Assassin's Creed III I loved the opening! It makes you want to play the games before it! I will enjoy this more when I beat the other ones 1st! pic.twitter.com/oKwZXbNWXw"
8305,Microsoft,Negative,"Suspicion and Anger Towards Microsoft Rises After Windows 10 Search Failure tech.slashdot.org/story/20/02/09… Even local file searches on users' own PC's were failing, yet Microsoft blamed a ""third-party networking fiber provider""."
3254,Facebook,Irrelevant,"followed you , DM and let me at least share on here facebook etc. reggae is magical"
11750,Verizon,Neutral,I’ve got #RedTeam winning round 2! Share who you think will take it and you could win an #iPhone12 Pro with 5G! Which team will get the first :dragon:? Tune in to find out. @Verizon #5GJustGotReal #VerizonWRsweeps twitter.com/i/events/13165…
6055,FIFA,Irrelevant,"Former Arsenal and West Ham player Alex Song has taken his case to FIFA after being sacked by FC Sion. The 32-year-old was one of nine players to lose his job when the Swiss side proposed reducing the wage bill of the first team as an emergency measure during the coronavirus"
3621,Cyberpunk2077,Negative,This is so upsetting 😭
8985,Nvidia,Neutral,@VikramKalabi This is a more reasonable trajectory for PAM4 in NVIDIA’s lineup.
930,AssassinsCreed,Positive,😅 I love you guys. 😘
1961,CallOfDutyBlackopsColdWar,Irrelevant,You mean real life crack epidemic?
12469,WorldOfCraft,Irrelevant,"The various people in a bad PvP chat 🤣⁠ Visit out website at wowroleplaying.com Twitch.tv/wowroleplaying #warcraftmemes #warcraft #worldofwarcraft #alliance #horde #battleforazeroth #azeroth #forthealliance #forthehorde  #warcraftphotography #videogames #twitchtv #mmorpg https://t.co/w3aNoVPLAH"
5068,GrandTheftAuto(GTA),Positive,I wanna do this shit
12664,WorldOfCraft,Neutral,I just earned the [Can't Stop Won't Stop] Achievement! #Warcraft #Rhaona #Tichondrius #Sylvanas
6891,johnson&johnson,Negative,fuck...
452,ApexLegends,Positive,"Woohoooo Next #ApexLegends comic is out !!! These are getting so juicy !!! youtu.be/RtEUnyYvjU0 https://t.co/h8humm5KF9"
12887,Xbox(Xseries),Negative,Series X is fucking huge wtf
6272,FIFA,Negative,Why does nobody want to sign for my @FGRFC_Official fifa 20 side I’m livid Messi being a pure uppity cunt
10849,TomClancysGhostRecon,Neutral,"WTF HAPPENED SJDKDKS #GhostReconWildlands #PS4share store.playstation.com/#!/en-gb/tid=C… https://t.co/B80CZPXmfL"
